id,date,client_id,card_id,amount,use_chip,merchant_id,merchant_city,merchant_state,zip,mcc,errors
11645633,2012-09-09 12:51:00,696,2695,$2.14,Swipe Transaction,50055,Cabo San Lucas,Mexico,,5812,
11645719,2012-09-09 13:06:00,1788,2700,$13.33,Swipe Transaction,46284,Hammond,LA,70401.0,5411,
11646080,2012-09-09 14:20:00,1403,5976,$100.00,Swipe Transaction,27092,Bumpass,VA,23024.0,4829,
11646264,2012-09-09 14:59:00,1179,4760,$12.78,Swipe Transaction,60569,Chesapeake,VA,23321.0,5300,
11646278,2012-09-09 15:02:00,74,1307,$10.07,Swipe Transaction,33459,Colorado Springs,CO,80903.0,5411,
11646516,2012-09-09 15:51:00,1996,4744,$11.24,Swipe Transaction,50783,Alvin,TX,77511.0,5411,
11646741,2012-09-09 16:40:00,1521,2495,$42.45,Swipe Transaction,54750,Weatherford,TX,76086.0,5300,
11646788,2012-09-09 16:50:00,50,247,$212.99,Swipe Transaction,49637,Portland,OR,97219.0,3509,
11646877,2012-09-09 17:15:00,1595,2429,$33.24,Swipe Transaction,80141,Bronx,NY,10463.0,5411,
11646944,2012-09-09 17:36:00,584,51,$1.96,Swipe Transaction,14528,Roseville,CA,95661.0,5499,
11647469,2012-09-09 20:41:00,1008,2592,$1.85,Swipe Transaction,61195,Chicago,IL,60630.0,5541,
11648363,2012-09-10 07:05:00,122,2134,$28.49,Swipe Transaction,13646,Bogalusa,LA,70427.0,7538,
11648390,2012-09-10 07:14:00,1963,5418,$27.69,Swipe Transaction,88852,Vacaville,CA,95687.0,4121,
11648566,2012-09-10 08:01:00,1296,3087,$103.18,Swipe Transaction,93854,Longwood,FL,32750.0,8099,
11648592,2012-09-10 08:09:00,87,109,$80.45,Swipe Transaction,81833,San Benito,TX,78586.0,5912,
11648654,2012-09-10 08:22:00,783,4945,$70.85,Swipe Transaction,86410,Albuquerque,NM,87116.0,5211,
11648842,2012-09-10 09:05:00,430,3433,$10.73,Swipe Transaction,46417,Crown Point,IN,46307.0,5411,
11649310,2012-09-10 10:50:00,1805,2546,$9.28,Swipe Transaction,34467,Charlevoix,MI,49720.0,5411,
11649424,2012-09-10 11:15:00,875,193,$49.00,Swipe Transaction,89069,Tuscaloosa,AL,35405.0,5251,
11649739,2012-09-10 12:15:00,756,3963,$50.99,Swipe Transaction,46842,Bellbrook,OH,45305.0,5300,
11649817,2012-09-10 12:33:00,208,2426,$81.79,Swipe Transaction,43293,Bothell,WA,98021.0,5499,
11650514,2012-09-10 14:53:00,1610,3968,$11.05,Swipe Transaction,59610,Jackson,MS,39282.0,7230,
11650718,2012-09-10 15:37:00,1736,113,$27.63,Swipe Transaction,60569,Brooklyn,NY,11214.0,5300,
11651298,2012-09-10 17:59:00,366,2934,$37.72,Online Transaction,18563,ONLINE,,,4121,
11651618,2012-09-10 19:54:00,1210,4606,$25.70,Swipe Transaction,17690,Shenandoah,PA,17976.0,7832,
11651736,2012-09-10 20:39:00,1248,5787,$-188.00,Swipe Transaction,57133,Waianae,HI,96792.0,3730,
11651834,2012-09-10 21:19:00,1274,24,$1.10,Swipe Transaction,86438,Pawtucket,RI,2860.0,5499,
11652078,2012-09-10 22:58:00,1251,5156,$77.69,Swipe Transaction,59935,El Cajon,CA,92021.0,5499,
11652080,2012-09-10 22:59:00,217,1267,$23.87,Swipe Transaction,88646,Aurora,IL,60502.0,5812,
11652339,2012-09-11 04:46:00,1629,4290,$17.75,Online Transaction,50404,ONLINE,,,4784,
11652601,2012-09-11 06:47:00,1326,5427,$3.67,Swipe Transaction,48238,Somerset,NJ,8873.0,5411,
11653273,2012-09-11 08:55:00,914,1274,$67.30,Swipe Transaction,61195,Wichita,KS,67212.0,5541,
11653283,2012-09-11 08:57:00,1330,2189,$39.62,Online Transaction,15143,ONLINE,,,4784,
11655060,2012-09-11 14:36:00,3,4835,$50.39,Swipe Transaction,78680,Wichita Falls,TX,76301.0,5411,
11655530,2012-09-11 16:08:00,870,1039,$0.99,Swipe Transaction,14528,Waldorf,MD,20603.0,5499,
11655721,2012-09-11 16:44:00,1901,3846,$55.00,Swipe Transaction,49789,Rosebush,MI,48878.0,5541,
11655727,2012-09-11 16:47:00,150,2505,$77.08,Swipe Transaction,20561,Mc Lean,VA,22101.0,5912,
11655872,2012-09-11 17:32:00,1495,5767,$19.80,Swipe Transaction,46284,Indianapolis,IN,46259.0,5411,
11655970,2012-09-11 18:17:00,677,179,$-51.00,Swipe Transaction,61195,Saint Paul,MN,55116.0,5541,
11655971,2012-09-11 18:17:00,1629,4290,$5.46,Swipe Transaction,12122,Fort Lauderdale,FL,33313.0,5310,
11656105,2012-09-11 19:08:00,1825,4310,$55.46,Swipe Transaction,17493,Wellington,CO,80549.0,5812,
11656775,2012-09-12 02:16:00,1052,3651,$334.67,Swipe Transaction,15574,Braintree,MA,2184.0,3393,
11656852,2012-09-12 04:14:00,20,5011,$2.24,Swipe Transaction,79664,Venus,TX,76084.0,5814,
11657292,2012-09-12 07:18:00,1262,3324,$29.54,Swipe Transaction,77786,Fall River Mills,CA,96028.0,5411,
11657424,2012-09-12 07:43:00,987,4146,$4.08,Swipe Transaction,22204,Gaithersburg,MD,20879.0,5541,
11658025,2012-09-12 09:40:00,128,5048,$11.15,Swipe Transaction,85999,Houston,TX,77061.0,5921,
11658069,2012-09-12 09:47:00,1269,4147,$15.06,Swipe Transaction,61195,Chicago,IL,60616.0,5541,
11658321,2012-09-12 10:33:00,630,2059,$60.00,Swipe Transaction,27092,Jacksonville,FL,32221.0,4829,
11658322,2012-09-12 10:33:00,751,5552,$14.66,Swipe Transaction,97500,Gunter,TX,75058.0,5812,
11658482,2012-09-12 11:06:00,636,3420,$16.15,Swipe Transaction,81536,Chicago,IL,60632.0,5310,
11658575,2012-09-12 11:21:00,1511,5502,$10.20,Swipe Transaction,75936,Madison,WI,53716.0,5814,
11658720,2012-09-12 11:49:00,322,5758,$0.92,Swipe Transaction,83271,Leesburg,GA,31763.0,4214,
11658731,2012-09-12 11:52:00,810,4309,$43.18,Swipe Transaction,45818,Springfield,KY,40069.0,7230,
11658900,2012-09-12 12:28:00,402,2698,$69.32,Swipe Transaction,34829,Loganville,GA,30052.0,7230,Insufficient Balance
11659161,2012-09-12 13:13:00,156,4604,$25.46,Swipe Transaction,36934,Fontana,CA,92335.0,7538,
11659454,2012-09-12 14:08:00,1797,5660,$41.58,Online Transaction,15143,ONLINE,,,4784,
11659584,2012-09-12 14:36:00,1805,2546,$60.00,Swipe Transaction,56431,Charlevoix,MI,49720.0,5541,
11659643,2012-09-12 14:47:00,442,1213,$215.37,Swipe Transaction,99622,Barnhart,MO,63012.0,8041,
11659937,2012-09-12 15:48:00,1736,2687,$53.76,Swipe Transaction,59935,Brooklyn,NY,11211.0,5499,
11660373,2012-09-12 17:38:00,1224,5971,$50.62,Swipe Transaction,45926,College Park,MD,20740.0,5814,
11660438,2012-09-12 18:04:00,684,6022,$5.42,Swipe Transaction,66387,Fort Lauderdale,FL,33318.0,5812,
11660629,2012-09-12 19:16:00,17,4787,$37.74,Swipe Transaction,78454,Philadelphia,PA,19150.0,5812,
11660870,2012-09-12 20:58:00,69,5253,$84.09,Swipe Transaction,41260,Dover,OH,44622.0,5541,Insufficient Balance
11660909,2012-09-12 21:16:00,1644,3444,$38.92,Swipe Transaction,44625,Westminster,SC,29693.0,5812,
11660991,2012-09-12 21:51:00,1242,5102,$35.06,Swipe Transaction,75936,Chicago,IL,60620.0,5814,
11661685,2012-09-13 06:46:00,1664,5147,$4.06,Swipe Transaction,83271,Dearborn,MI,48124.0,4214,
11662256,2012-09-13 08:37:00,34,3342,$-98.00,Swipe Transaction,49789,Sacramento,CA,95829.0,5541,
11662896,2012-09-13 10:36:00,1966,6029,$25.56,Swipe Transaction,32175,Harrison,AR,72601.0,7538,
11662985,2012-09-13 10:55:00,275,63,$17.81,Swipe Transaction,56076,Seabrook,TX,77586.0,5921,
11663149,2012-09-13 11:25:00,1063,2015,$12.98,Swipe Transaction,50783,Roscoe,IL,61073.0,5411,
11663263,2012-09-13 11:44:00,1786,1000,$13.17,Swipe Transaction,50867,Louisville,OH,44641.0,5541,
11663512,2012-09-13 12:31:00,1477,4947,$37.89,Swipe Transaction,59935,Marysville,OH,43040.0,5499,
11663601,2012-09-13 12:44:00,1807,2823,$46.01,Online Transaction,39021,ONLINE,,,4784,
11664345,2012-09-13 15:12:00,706,4284,$23.59,Swipe Transaction,24504,San Rafael,CA,94903.0,4214,
11664456,2012-09-13 15:32:00,51,6031,$82.00,Swipe Transaction,26810,Hendersonville,TN,37075.0,5541,
11664910,2012-09-13 17:06:00,1466,5884,$79.25,Swipe Transaction,44919,Seaford,DE,19973.0,5814,
11665162,2012-09-13 18:50:00,909,4663,$100.00,Swipe Transaction,56431,Olympia,WA,98516.0,5541,
11665452,2012-09-13 20:52:00,985,3862,$140.00,Swipe Transaction,27092,Ortonville,MI,48462.0,4829,
11665715,2012-09-13 22:57:00,1802,5836,$28.99,Swipe Transaction,93950,Monroe Township,NJ,8831.0,5912,
11665967,2012-09-14 04:05:00,20,1228,$2.77,Swipe Transaction,50783,Weatherford,TX,76086.0,5411,
11666007,2012-09-14 05:19:00,1541,5663,$4.48,Swipe Transaction,61806,Clinton,TN,37716.0,5912,
11666154,2012-09-14 06:21:00,1675,4692,$66.00,Swipe Transaction,61195,Puyallup,WA,98374.0,5541,
11666181,2012-09-14 06:29:00,1427,3946,$4.23,Swipe Transaction,19964,Charlotte,NC,28214.0,5311,
11666617,2012-09-14 07:55:00,370,4127,$9.15,Swipe Transaction,20561,Ontario,CA,91764.0,5912,
11666828,2012-09-14 08:36:00,566,5577,$67.24,Swipe Transaction,60569,Lapeer,MI,48446.0,5300,
11667425,2012-09-14 10:29:00,1564,3514,$4.14,Swipe Transaction,81532,Amarillo,TX,79110.0,5411,
11667698,2012-09-14 11:19:00,106,1037,$5.53,Swipe Transaction,30928,Indianapolis,IN,46203.0,5541,
11668022,2012-09-14 12:17:00,1081,3427,$100.00,Swipe Transaction,27092,Aurora,CO,80013.0,4829,
11668433,2012-09-14 13:30:00,1727,3766,$83.00,Swipe Transaction,61195,Columbia,SC,29229.0,5541,
11668611,2012-09-14 14:11:00,1888,1016,$76.00,Swipe Transaction,59935,Farmington,MN,55024.0,5499,
11669169,2012-09-14 16:10:00,994,3734,$37.44,Swipe Transaction,46284,Lakewood,NJ,8701.0,5411,
11669399,2012-09-14 17:06:00,1606,2790,$70.49,Swipe Transaction,35451,Selma,AL,36701.0,5812,
11669627,2012-09-14 18:39:00,1811,3978,$109.92,Swipe Transaction,60569,San Francisco,CA,94109.0,5300,
11670229,2012-09-14 22:55:00,366,1072,$196.31,Swipe Transaction,30286,Oshkosh,WI,54904.0,4814,
11670266,2012-09-14 23:30:00,57,6006,$120.00,Swipe Transaction,27092,Tucson,AZ,85741.0,4829,
11670400,2012-09-15 02:36:00,1467,3556,$22.04,Swipe Transaction,33703,Troy,MI,48083.0,5411,
11670588,2012-09-15 06:11:00,856,1285,$91.04,Swipe Transaction,48919,Bethesda,MD,20814.0,5311,
11670765,2012-09-15 06:54:00,1046,9,$3.98,Swipe Transaction,78970,Philadelphia,PA,19145.0,5411,
11671144,2012-09-15 08:05:00,1873,4741,$65.00,Swipe Transaction,68671,El Paso,TX,79902.0,5541,
11671589,2012-09-15 09:32:00,332,253,$26.98,Swipe Transaction,20519,Indianapolis,IN,46234.0,5942,
11671612,2012-09-15 09:36:00,468,5532,$3.27,Swipe Transaction,13523,North Liberty,IA,52317.0,5310,
11671762,2012-09-15 10:06:00,123,197,$0.25,Swipe Transaction,20884,Hampton,GA,30228.0,5812,
11671899,2012-09-15 10:32:00,1983,2653,$23.24,Swipe Transaction,60569,Newport Beach,CA,92658.0,5300,
11672058,2012-09-15 11:02:00,277,5362,$21.30,Swipe Transaction,82329,Grenada,MS,38901.0,5411,
11672146,2012-09-15 11:18:00,1144,5153,$0.79,Swipe Transaction,75936,Houston,TX,77086.0,5814,
11672708,2012-09-15 13:06:00,1452,3801,$12.67,Swipe Transaction,50867,Houston,TX,77056.0,5541,
11673002,2012-09-15 14:05:00,1184,3932,$39.62,Online Transaction,15143,ONLINE,,,4784,
11673026,2012-09-15 14:10:00,556,5654,$0.89,Swipe Transaction,14528,Barberton,OH,44203.0,5499,
11673099,2012-09-15 14:24:00,1079,3813,$18.03,Swipe Transaction,10148,Rockville Centre,NY,11570.0,7542,
11673331,2012-09-15 15:09:00,1710,1182,$8.19,Swipe Transaction,59057,Portage,WI,53901.0,7210,
11673588,2012-09-15 16:01:00,906,3760,$-51.00,Swipe Transaction,61195,Tooele,UT,84074.0,5541,
11673617,2012-09-15 16:05:00,1080,2562,$19.98,Swipe Transaction,78940,Eastman,GA,31023.0,5813,
11673867,2012-09-15 16:55:00,1513,2965,$11.81,Swipe Transaction,59935,Shelton,CT,6484.0,5499,
11674005,2012-09-15 17:41:00,68,27,$86.86,Swipe Transaction,75781,Davenport,IA,52803.0,5411,
11674066,2012-09-15 18:05:00,639,129,$16.65,Swipe Transaction,14748,Republic,OH,44867.0,5912,
11674452,2012-09-15 20:34:00,1241,3501,$54.03,Swipe Transaction,86959,Anderson,IN,46013.0,5311,
11674785,2012-09-15 22:55:00,320,3384,$82.36,Swipe Transaction,11468,Tucson,AZ,85711.0,5970,
11675088,2012-09-16 05:58:00,236,4560,$531.80,Online Transaction,90999,ONLINE,,,4722,
11675091,2012-09-16 06:00:00,152,2848,$89.42,Swipe Transaction,27601,Atlanta,GA,30316.0,7538,
11675238,2012-09-16 06:41:00,1041,2500,$23.42,Online Transaction,39021,ONLINE,,,4784,Bad Card Number
11675321,2012-09-16 07:03:00,1963,6058,$21.37,Online Transaction,16798,ONLINE,,,4121,
11675403,2012-09-16 07:24:00,1253,2248,$112.22,Swipe Transaction,73517,Beacon Falls,CT,6403.0,5912,
11675670,2012-09-16 08:32:00,1815,2035,$8.65,Swipe Transaction,1238,Fayetteville,AR,72703.0,7393,
11675827,2012-09-16 09:12:00,1629,4290,$26.97,Online Transaction,39021,ONLINE,,,4784,
11675938,2012-09-16 09:37:00,1080,2562,$2.83,Swipe Transaction,20561,Eatonton,GA,31024.0,5912,
11677225,2012-09-16 14:03:00,1171,4530,$151.94,Swipe Transaction,20561,Kailua,HI,96734.0,5912,
11677494,2012-09-16 15:00:00,1604,2188,$67.00,Swipe Transaction,59935,Batesville,MS,38606.0,5499,
11677566,2012-09-16 15:18:00,1180,6041,$8.15,Swipe Transaction,86410,Staten Island,NY,10303.0,5211,
11678097,2012-09-16 17:25:00,641,5151,$30.15,Swipe Transaction,20519,Columbus,OH,43231.0,5942,Insufficient Balance
11678365,2012-09-16 19:23:00,847,5107,$29.20,Swipe Transaction,9028,Fort Gibson,OK,74434.0,5813,
11678663,2012-09-16 21:27:00,408,2515,$39.01,Swipe Transaction,37344,Barron,WI,54812.0,5310,
11678760,2012-09-16 22:01:00,1190,5358,$34.22,Swipe Transaction,19756,Summerville,SC,29485.0,7832,
11678823,2012-09-16 22:29:00,618,3411,$21.40,Swipe Transaction,92741,Lynwood,CA,90262.0,5813,
11679242,2012-09-17 06:32:00,1239,3744,$2.20,Swipe Transaction,19294,Saint Louis,MO,63120.0,5411,
11679402,2012-09-17 07:13:00,980,5052,$1.63,Swipe Transaction,98374,Baltimore,MD,21211.0,5411,
11679428,2012-09-17 07:17:00,1307,111,$45.41,Online Transaction,9932,ONLINE,,,5311,
11679983,2012-09-17 09:37:00,59,2087,$42.83,Swipe Transaction,50026,Silver City,NM,88062.0,5411,
11680038,2012-09-17 09:51:00,566,3122,$9.26,Swipe Transaction,61195,Holly,MI,48442.0,5541,
11680121,2012-09-17 10:11:00,1941,1109,$46.57,Online Transaction,81759,ONLINE,,,7349,
11680168,2012-09-17 10:24:00,538,5441,$52.98,Swipe Transaction,48919,Louisville,KY,40299.0,5311,
11680378,2012-09-17 11:11:00,1807,2823,$1.59,Swipe Transaction,84627,Bronx,NY,10463.0,7210,
11681415,2012-09-17 14:47:00,820,3224,$38.97,Swipe Transaction,19964,West Barnstable,MA,2668.0,5311,
11681999,2012-09-17 16:41:00,924,2210,$3.95,Swipe Transaction,75781,Noblesville,IN,46062.0,5411,
11682037,2012-09-17 16:52:00,256,1276,$2.87,Swipe Transaction,24854,Zebulon,NC,27597.0,5912,
11682234,2012-09-17 17:52:00,96,3773,$93.06,Swipe Transaction,43293,Yorba Linda,CA,92887.0,5499,
11682349,2012-09-17 18:35:00,782,2216,$17.26,Swipe Transaction,44682,Defiance,OH,43512.0,5813,
11682585,2012-09-17 20:08:00,1874,3377,$2.13,Swipe Transaction,94123,Miami,FL,33178.0,5310,
11682694,2012-09-17 20:53:00,1985,4781,$7.74,Swipe Transaction,3586,Alpharetta,GA,30022.0,5411,
11682823,2012-09-17 21:41:00,1279,5472,$35.79,Swipe Transaction,15177,Novi,MI,48375.0,5813,
11682940,2012-09-17 22:28:00,1009,5601,$4.70,Swipe Transaction,13501,Bakersville,NC,28705.0,5912,
11683095,2012-09-18 00:29:00,1407,5966,$60.12,Swipe Transaction,60569,Morris,AL,35116.0,5300,
11683910,2012-09-18 08:04:00,1448,4685,$49.26,Swipe Transaction,82981,Inman,SC,29349.0,5912,
11684243,2012-09-18 09:11:00,648,3474,$0.54,Swipe Transaction,14528,Clovis,NM,88101.0,5499,
11684296,2012-09-18 09:21:00,1066,1301,$4.15,Swipe Transaction,98374,Earlington,PA,18918.0,5411,
11684420,2012-09-18 09:46:00,126,5497,$29.35,Swipe Transaction,32175,Little Rock,AR,72209.0,7538,
11684967,2012-09-18 11:35:00,1859,5018,$6.08,Swipe Transaction,33869,Middletown,NY,10940.0,5411,
11685484,2012-09-18 13:03:00,972,4166,$-61.00,Swipe Transaction,22204,El Paso,TX,79912.0,5541,
11685760,2012-09-18 13:59:00,285,2927,$65.77,Swipe Transaction,50374,Watsonville,CA,95076.0,8099,
11686476,2012-09-18 16:30:00,1958,3843,$34.58,Swipe Transaction,61195,Fayetteville,NC,28306.0,5541,
11686502,2012-09-18 16:35:00,1029,3471,$208.47,Swipe Transaction,38602,Wauchula,FL,33873.0,5311,
11686835,2012-09-18 18:27:00,503,2513,$17.19,Swipe Transaction,32175,Chicago,IL,60630.0,7538,
11687896,2012-09-19 06:37:00,366,2934,$3.13,Swipe Transaction,17493,Oshkosh,WI,54901.0,5812,
11688160,2012-09-19 07:31:00,1379,2604,$0.21,Swipe Transaction,20519,Highwood,IL,60040.0,5942,
11688666,2012-09-19 09:05:00,133,4683,$24.85,Online Transaction,39021,ONLINE,,,4784,
11689080,2012-09-19 10:21:00,1818,3418,$2.02,Swipe Transaction,26810,Virginia Beach,VA,23451.0,5541,
11689185,2012-09-19 10:44:00,17,4787,$9.90,Swipe Transaction,83271,Hickory,NC,28602.0,4214,
11689399,2012-09-19 11:25:00,844,3445,$62.96,Online Transaction,73186,ONLINE,,,4814,
11689457,2012-09-19 11:33:00,81,2897,$9.16,Swipe Transaction,22204,Seguin,TX,78155.0,5541,
11689536,2012-09-19 11:45:00,1127,4641,$12.95,Online Transaction,39021,ONLINE,,,4784,
11689655,2012-09-19 12:09:00,605,5650,$1.20,Swipe Transaction,14528,Brooklyn,NY,11211.0,5499,
11690101,2012-09-19 13:31:00,1300,156,$9.26,Swipe Transaction,75781,White Hall,AR,71602.0,5411,
11690442,2012-09-19 14:47:00,364,4623,$15.92,Swipe Transaction,83480,Alcoa,TN,37701.0,9402,
11690808,2012-09-19 15:59:00,1857,5498,$27.26,Swipe Transaction,64523,Monroe Township,NJ,8831.0,5812,
11690879,2012-09-19 16:15:00,96,3695,$94.77,Swipe Transaction,43293,Yorba Linda,CA,92887.0,5499,
11691125,2012-09-19 17:18:00,331,3818,$33.97,Swipe Transaction,22204,Andrews,SC,29510.0,5541,
11691459,2012-09-19 19:40:00,909,2583,$-77.00,Swipe Transaction,59935,Olympia,WA,98516.0,5499,
11691626,2012-09-19 20:56:00,992,3108,$52.15,Swipe Transaction,13109,Chesterfield,VA,23832.0,5812,
11691698,2012-09-19 21:27:00,1241,3501,$86.84,Swipe Transaction,60569,Alexandria,IN,46001.0,5300,
11692314,2012-09-20 06:25:00,746,958,$27.20,Swipe Transaction,14565,Brooklyn,NY,11212.0,5411,
11692495,2012-09-20 07:04:00,209,4676,$1.22,Swipe Transaction,86438,El Paso,TX,79928.0,5499,
11692895,2012-09-20 08:22:00,1266,2478,$23.37,Swipe Transaction,83480,Abingdon,MD,21009.0,9402,
11693137,2012-09-20 09:07:00,1361,2880,$6.71,Swipe Transaction,45371,Detroit,MI,48202.0,5411,
11693204,2012-09-20 09:20:00,1660,3234,$6.60,Swipe Transaction,68671,Bartlesville,OK,74006.0,5541,
11693269,2012-09-20 09:32:00,47,4952,$2.07,Swipe Transaction,75936,Bronx,NY,10456.0,5814,
11693282,2012-09-20 09:34:00,1142,4842,$23.61,Swipe Transaction,20519,Mansfield,MA,2048.0,5942,
11693375,2012-09-20 09:56:00,1664,2273,$33.84,Swipe Transaction,20519,Dearborn,MI,48126.0,5942,
11694007,2012-09-20 11:54:00,1127,3869,$128.22,Swipe Transaction,71548,Naples,FL,34104.0,4900,
11694066,2012-09-20 12:06:00,618,3411,$46.11,Swipe Transaction,11468,Palos Verdes Peninsula,CA,90274.0,5970,
11694531,2012-09-20 13:22:00,1103,2599,$50.32,Swipe Transaction,19408,Genesee,ID,83832.0,5411,
11695188,2012-09-20 15:36:00,1176,5003,$60.52,Swipe Transaction,19923,Newburgh,IN,47630.0,7538,
11695487,2012-09-20 16:37:00,954,5586,$20.81,Swipe Transaction,32175,Riverside,CA,92505.0,7538,
11695852,2012-09-20 18:38:00,1809,5830,$44.07,Swipe Transaction,90865,Round Hill,VA,20141.0,5311,
11695965,2012-09-20 19:18:00,1966,2643,$83.00,Swipe Transaction,59935,Paragould,AR,72450.0,5499,
11696107,2012-09-20 20:24:00,1151,5006,$21.65,Swipe Transaction,43293,Princeton,NJ,8540.0,5499,
11696384,2012-09-20 22:33:00,1757,2685,$28.55,Swipe Transaction,23481,Muncie,IN,47304.0,5812,
11696479,2012-09-20 23:52:00,1317,5790,$55.93,Online Transaction,73186,ONLINE,,,4814,
11696603,2012-09-21 02:29:00,172,3458,$23.73,Swipe Transaction,1238,Fayetteville,AR,72703.0,7393,
11696606,2012-09-21 02:32:00,140,152,$3.07,Swipe Transaction,75936,Whites Creek,TN,37189.0,5814,
11697116,2012-09-21 07:12:00,1815,222,$37.69,Swipe Transaction,55854,Providence,RI,2903.0,5912,
11697401,2012-09-21 08:12:00,315,5656,$11.40,Swipe Transaction,69956,Massillon,OH,44646.0,5310,
11697523,2012-09-21 08:34:00,1529,1156,$80.00,Swipe Transaction,27092,Pompano Beach,FL,33076.0,4829,
11697954,2012-09-21 09:58:00,1733,5013,$4.34,Swipe Transaction,2177,Evarts,KY,40828.0,5411,
11698010,2012-09-21 10:08:00,556,2,$102.72,Swipe Transaction,34340,Barberton,OH,44203.0,5411,
11698820,2012-09-21 12:36:00,1808,1184,$69.81,Swipe Transaction,48504,Midland,TX,79701.0,5655,
11699180,2012-09-21 13:39:00,997,5825,$12.10,Swipe Transaction,88646,Salt Lake City,UT,84121.0,5812,
11699397,2012-09-21 14:19:00,1542,2906,$31.00,Swipe Transaction,58215,Cleveland,OH,44118.0,5813,
11699680,2012-09-21 15:17:00,275,3036,$56.38,Swipe Transaction,86959,Texas City,TX,77590.0,5311,
11699702,2012-09-21 15:21:00,81,2962,$10.81,Swipe Transaction,16247,Seguin,TX,78155.0,5300,
11699884,2012-09-21 15:58:00,1295,2949,$51.02,Swipe Transaction,32175,Duluth,MN,55808.0,7538,
11700489,2012-09-21 18:56:00,231,5091,$1.73,Swipe Transaction,11468,Fayetteville,NC,28314.0,5970,
11700507,2012-09-21 19:00:00,410,4954,$98.49,Swipe Transaction,19964,Lincoln,NE,68506.0,5311,
11700638,2012-09-21 19:51:00,415,3225,$22.47,Swipe Transaction,75936,Washington Court House,OH,43160.0,5814,
11700802,2012-09-21 21:10:00,1115,1014,$141.34,Online Transaction,61641,ONLINE,,,4900,
11700823,2012-09-21 21:23:00,1279,3220,$36.35,Swipe Transaction,15177,Novi,MI,48375.0,5813,
11701184,2012-09-22 02:20:00,947,2552,$71.22,Swipe Transaction,67570,Brooklyn,NY,11234.0,5311,
11701450,2012-09-22 06:24:00,1445,2899,$3.57,Online Transaction,39021,ONLINE,,,4784,
11701458,2012-09-22 06:25:00,1207,5805,$3.52,Swipe Transaction,44529,Cleveland,OH,44143.0,5411,
11701742,2012-09-22 07:32:00,203,3966,$71.64,Swipe Transaction,32175,Ridgeland,SC,29936.0,7538,
11701792,2012-09-22 07:40:00,909,4663,$80.00,Swipe Transaction,59935,Olympia,WA,98516.0,5499,
11701969,2012-09-22 08:20:00,348,2977,$47.07,Swipe Transaction,48919,Allentown,PA,18102.0,5311,
11702268,2012-09-22 09:14:00,1026,2891,$42.97,Swipe Transaction,38602,Dinuba,CA,93618.0,5311,
11702439,2012-09-22 09:43:00,1130,4004,$0.91,Swipe Transaction,46284,Federal Way,WA,98003.0,5411,
11702691,2012-09-22 10:29:00,1639,1246,$4.30,Swipe Transaction,10792,Erie,PA,16505.0,5411,
11702709,2012-09-22 10:33:00,1027,3671,$66.63,Swipe Transaction,61195,Olathe,KS,66062.0,5541,
11702847,2012-09-22 11:00:00,519,4390,$1.05,Swipe Transaction,86438,Las Vegas,NV,89142.0,5499,
11703570,2012-09-22 13:11:00,1257,2457,$8.76,Swipe Transaction,2703,Mountlake Terrace,WA,98043.0,5814,
11704064,2012-09-22 14:49:00,1596,995,$109.45,Swipe Transaction,36904,San Fernando,CA,91340.0,8021,
11704294,2012-09-22 15:36:00,1433,5841,$96.61,Swipe Transaction,4558,Mobile,AL,36695.0,7538,
11704329,2012-09-22 15:45:00,1736,2647,$48.60,Swipe Transaction,61195,Brooklyn,NY,11211.0,5541,
11704409,2012-09-22 16:02:00,1107,2872,$77.00,Swipe Transaction,22204,Conklin,NY,13748.0,5541,
11704628,2012-09-22 16:42:00,1736,4399,$64.31,Swipe Transaction,59935,Brooklyn,NY,11211.0,5499,
11705172,2012-09-22 19:58:00,376,1262,$23.04,Swipe Transaction,87071,Vincentown,NJ,8088.0,4121,
11705266,2012-09-22 20:42:00,303,984,$50.75,Swipe Transaction,50826,Windsor,CO,80550.0,5812,
11705755,2012-09-23 03:09:00,1997,5786,$11.98,Online Transaction,34256,ONLINE,,,7393,
11706084,2012-09-23 07:04:00,933,4997,$3.42,Swipe Transaction,81803,Skiatook,OK,74070.0,5912,
11706289,2012-09-23 07:52:00,1357,5615,$6.40,Online Transaction,88998,ONLINE,,,4784,
11706315,2012-09-23 07:59:00,98,4237,$51.21,Swipe Transaction,68751,Godfrey,IL,62035.0,5651,
11706529,2012-09-23 08:54:00,602,5979,$2.37,Swipe Transaction,98648,Reidsville,NC,27320.0,5814,
11706941,2012-09-23 10:32:00,613,3799,$157.33,Swipe Transaction,34616,Lombard,IL,60148.0,5411,
11707040,2012-09-23 10:54:00,641,14,$10.84,Swipe Transaction,41943,Columbus,OH,43228.0,5813,
11707178,2012-09-23 11:24:00,252,3788,$88.40,Swipe Transaction,8862,Butler,OH,44822.0,5651,
11707362,2012-09-23 12:06:00,675,5250,$8.77,Swipe Transaction,94974,Saint Thomas,PA,17252.0,5812,
11707602,2012-09-23 12:57:00,1467,3556,$2.15,Swipe Transaction,14528,Troy,MI,48084.0,5499,
11707902,2012-09-23 13:57:00,1493,3489,$100.00,Swipe Transaction,27092,Boulder Creek,CA,95006.0,4829,
11707945,2012-09-23 14:05:00,1895,1090,$19.27,Online Transaction,18563,ONLINE,,,4121,
