id,client_id,card_brand,card_type,expires,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed,card_on_dark_web
4948,1897,Mastercard,Debit,12/2023,YES,1,$51302,10/2001,2010,No
3690,1897,Mastercard,Debit (Prepaid),09/2014,YES,1,$80,07/2003,2010,No
4337,972,Visa,Credit,10/2021,YES,1,$15800,08/2010,2012,No
6052,972,Visa,Credit,11/2020,YES,1,$16800,12/2011,2011,No
4166,972,Visa,Debit,11/2021,NO,1,$2508,08/2005,2012,No
5689,972,Visa,Credit,12/2022,NO,2,$2600,11/2013,2013,No
2482,1010,Mastercard,Debit,05/2022,YES,1,$4851,04/2005,2020,No
3047,1243,Mastercard,Credit,06/2023,YES,1,$7300,05/2010,2011,No
3884,1243,Mastercard,Debit,03/2024,YES,1,$18540,07/2009,2009,No
3928,1243,Mastercard,Debit,02/2014,NO,2,$4072,07/2010,2010,No
1527,1243,Mastercard,Debit,02/2020,YES,1,$1744,02/2020,2020,No
3885,1243,Mastercard,Debit (Prepaid),01/2014,YES,2,$33,07/2009,2013,No
2327,1976,Mastercard,Debit,02/2020,YES,1,$17767,03/2014,2014,No
4847,1976,Mastercard,Debit (Prepaid),11/2022,YES,1,$57,09/2013,2013,No
4338,1976,Visa,Debit,05/2022,YES,1,$23011,08/2010,2010,No
1171,1976,Mastercard,Debit,10/2023,YES,1,$21160,02/2009,2009,No
502,1976,Mastercard,Debit,12/2021,NO,2,$21291,01/2020,2020,No
2784,91,Visa,Credit,10/2020,YES,1,$19100,04/2018,2018,No
2790,1606,Mastercard,Debit,03/2020,YES,2,$7834,05/1996,2012,No
2735,1201,Visa,Debit,12/2020,YES,2,$38317,04/2014,2014,No
16,1201,Visa,Debit,10/2023,YES,2,$55693,01/2000,2006,No
4793,1201,Visa,Debit,11/2020,YES,1,$40710,09/2010,2010,No
2744,1201,Mastercard,Debit,12/2024,YES,2,$61355,04/2015,2015,No
503,1887,Mastercard,Credit,02/2020,YES,1,$5300,01/2020,2020,No
504,1887,Mastercard,Credit,06/2022,YES,1,$15800,01/2020,2020,No
505,195,Mastercard,Debit,01/2020,YES,1,$26219,01/2020,2020,No
1442,195,Discover,Credit,02/2020,YES,1,$20400,02/2020,2020,No
1528,874,Mastercard,Debit,03/2020,YES,1,$28066,02/2020,2020,No
786,874,Visa,Credit,06/2024,NO,2,$19500,01/2020,2020,No
506,874,Mastercard,Credit,04/2020,YES,1,$15100,01/2020,2020,No
5790,1317,Mastercard,Debit,09/2022,YES,1,$9059,12/2003,2008,No
3576,1317,Mastercard,Credit,03/2024,YES,2,$6300,06/2014,2014,No
4909,1317,Mastercard,Debit,12/2017,YES,1,$12793,09/2017,2017,No
1529,1317,Mastercard,Credit,05/2020,YES,1,$7800,02/2020,2020,No
1280,1311,Visa,Credit,10/2022,YES,1,$14000,02/2011,2011,No
1530,785,Mastercard,Debit (Prepaid),02/2023,NO,1,$80,02/2020,2020,No
507,785,Mastercard,Credit,12/2024,YES,1,$15400,01/2020,2020,No
2638,662,Mastercard,Debit,04/2021,YES,2,$28747,04/2010,2010,No
3092,662,Mastercard,Debit (Prepaid),07/2021,YES,2,$110,05/2011,2011,No
5107,847,Mastercard,Debit (Prepaid),04/2022,YES,2,$112,10/2008,2012,No
3416,847,Discover,Credit,12/2010,NO,2,$9700,06/2009,2011,No
5581,847,Visa,Credit,10/2013,YES,1,$8600,11/2009,2014,No
987,847,Mastercard,Debit (Prepaid),10/2004,YES,2,$43,02/2001,2012,No
5998,847,Mastercard,Debit,04/2015,YES,2,$19629,12/2010,2011,No
4531,847,Mastercard,Credit,04/2021,YES,2,$3400,09/2003,2008,No
1531,685,Mastercard,Debit,01/2022,YES,2,$20769,02/2020,2020,No
1398,685,Amex,Credit,12/2022,YES,2,$12100,02/2020,2020,No
1532,685,Mastercard,Debit,06/2023,YES,1,$16371,02/2020,2020,No
1533,685,Mastercard,Credit,10/2020,YES,1,$12500,02/2020,2020,No
1534,685,Mastercard,Debit,02/2020,YES,1,$18976,02/2020,2020,No
508,685,Mastercard,Debit,02/2020,YES,2,$30119,01/2020,2020,No
2354,617,Mastercard,Debit,07/2022,YES,2,$26147,03/2016,2016,No
1810,23,Visa,Debit (Prepaid),02/2020,YES,2,$74,02/2020,2020,No
787,339,Visa,Credit,01/2024,YES,1,$7100,01/2020,2020,No
1811,339,Visa,Debit,05/2021,YES,2,$13964,02/2020,2020,No
1062,280,Visa,Credit,11/2020,YES,2,$12000,02/2005,2013,No
5856,280,Mastercard,Debit,07/2021,YES,2,$14710,12/2006,2016,No
2959,280,Mastercard,Credit,02/2024,NO,2,$5600,05/2008,2011,No
123,280,Amex,Credit,05/2007,YES,1,$13600,01/2007,2009,No
2826,280,Mastercard,Debit,01/2023,YES,2,$14592,05/2002,2018,No
4404,1473,Mastercard,Debit,03/2024,YES,1,$16791,08/2013,2013,No
3839,1473,Mastercard,Debit,09/2024,YES,1,$15909,07/2008,2008,No
1535,1473,Mastercard,Debit,06/2022,NO,2,$13466,02/2020,2020,No
5108,65,Mastercard,Debit,11/2020,YES,2,$5066,10/2008,2016,No
4585,65,Visa,Debit,09/2024,YES,2,$13452,09/2005,2012,No
788,1353,Visa,Debit,01/2020,YES,1,$17652,01/2020,2020,No
3156,1353,Visa,Debit,07/2018,YES,1,$22566,05/2014,2014,No
1536,1353,Mastercard,Debit (Prepaid),01/2023,YES,2,$101,02/2020,2020,No
4200,1353,Mastercard,Debit,02/2009,YES,1,$17860,08/2007,2010,No
1812,1353,Visa,Debit,12/2024,YES,1,$13635,02/2020,2020,No
3725,1353,Amex,Credit,10/2024,YES,1,$12800,07/2005,2014,No
966,1353,Mastercard,Debit,04/2022,YES,1,$12076,02/1999,2012,No
1537,736,Mastercard,Credit,05/2024,YES,1,$13500,02/2020,2020,No
509,736,Mastercard,Debit (Prepaid),11/2024,YES,1,$38,01/2020,2020,No
510,736,Mastercard,Debit (Prepaid),09/2024,YES,2,$100,01/2020,2020,No
4482,1670,Visa,Debit,01/2023,YES,1,$24501,08/2019,2019,No
3304,1670,Visa,Credit,11/2020,YES,1,$15100,06/2005,2011,No
5809,1670,Mastercard,Debit,07/2023,YES,2,$14709,12/2004,2013,No
5603,1670,Mastercard,Debit,08/2020,NO,1,$45782,11/2010,2015,No
511,1776,Mastercard,Debit,02/2020,YES,2,$18292,01/2020,2020,No
4938,1776,Amex,Credit,05/2020,YES,1,$13400,10/1999,2012,No
3596,1776,Visa,Credit,05/2021,YES,2,$11100,06/2015,2015,No
1813,1474,Visa,Debit,01/2023,YES,1,$33397,02/2020,2020,No
2032,951,Mastercard,Debit (Prepaid),08/2017,YES,1,$80,03/2002,2008,No
2942,951,Visa,Credit,03/2023,YES,2,$5400,05/2007,2013,No
2628,951,Amex,Credit,06/2021,YES,2,$11000,04/2010,2010,No
3330,951,Visa,Debit,03/2012,YES,1,$8374,06/2006,2010,No
3418,1818,Mastercard,Debit,03/2021,YES,2,$23691,06/2009,2015,No
2259,1818,Visa,Debit,12/2023,YES,2,$15817,03/2010,2013,No
4711,1818,Mastercard,Debit,06/2024,YES,2,$36912,09/2009,2015,No
1814,1450,Visa,Debit,09/2021,YES,2,$36976,02/2020,2020,No
512,1524,Mastercard,Debit,06/2022,YES,1,$52121,01/2020,2020,No
367,1789,Mastercard,Debit,03/2024,YES,1,$12564,01/2018,2018,No
5130,1789,Visa,Debit,05/2021,YES,1,$15981,10/2008,2008,No
5911,767,Visa,Debit,12/2007,YES,2,$12758,12/2007,2011,No
513,767,Mastercard,Debit (Prepaid),01/2020,YES,2,$24,01/2020,2020,No
2111,767,Mastercard,Debit,10/2017,YES,2,$13209,03/2006,2012,No
514,678,Mastercard,Debit,09/2024,YES,1,$11254,01/2020,2020,No
3577,678,Mastercard,Debit,05/2024,YES,2,$16703,06/2014,2014,No
3040,678,Discover,Credit,11/2020,YES,2,$7300,05/2010,2010,No
1300,678,Mastercard,Credit,08/2022,YES,2,$8600,02/2012,2012,No
960,471,Visa,Debit,10/2013,YES,1,$17173,02/1997,2014,No
4415,471,Visa,Credit,03/2020,YES,2,$22000,08/2013,2013,No
5402,471,Mastercard,Debit,11/2009,YES,1,$29739,11/2004,2008,No
3048,757,Mastercard,Debit,02/2020,YES,2,$12905,05/2010,2010,No
4175,757,Mastercard,Debit,10/2022,YES,2,$447,08/2006,2015,No
5458,757,Mastercard,Debit,02/2014,YES,1,$22100,11/2006,2009,No
3947,757,Visa,Debit,03/2024,YES,2,$7616,07/2010,2010,No
515,1724,Mastercard,Debit,07/2021,YES,1,$17665,01/2020,2020,No
5337,1724,Mastercard,Debit,09/2024,YES,1,$12551,10/2019,2019,No
1399,1724,Amex,Credit,05/2022,YES,2,$7400,02/2020,2020,No
1313,1603,Mastercard,Debit,06/2024,YES,2,$14223,02/2013,2013,No
2138,1603,Discover,Credit,03/2012,NO,1,$11200,03/2007,2007,No
2381,1603,Mastercard,Credit,02/2020,YES,1,$14000,03/2019,2019,No
5981,1603,Visa,Debit (Prepaid),09/2022,YES,2,$79,12/2009,2009,No
1815,224,Visa,Debit,02/2020,YES,2,$13547,02/2020,2020,No
1538,808,Mastercard,Debit,06/2022,YES,1,$12626,02/2020,2020,No
3969,808,Mastercard,Debit,07/2024,YES,2,$17042,07/2011,2011,No
3516,808,Mastercard,Debit,01/2024,YES,2,$11930,06/2011,2011,No
5427,1326,Mastercard,Debit,12/2013,YES,2,$10442,11/2005,2005,No
5561,1326,Mastercard,Debit,08/2023,YES,2,$23296,11/2009,2014,No
5212,158,Visa,Debit,06/2015,YES,1,$19555,10/2010,2010,No
516,158,Mastercard,Debit,02/2020,YES,1,$22310,01/2020,2020,No
5722,1928,Mastercard,Credit,02/2021,NO,1,$14800,11/2016,2016,No
2434,1928,Visa,Credit,03/2020,YES,2,$11300,04/2002,2011,No
2442,1928,Mastercard,Debit (Prepaid),09/2022,YES,1,$31,04/2003,2010,No
4493,1928,Mastercard,Debit,05/2024,YES,1,$24090,09/1998,2009,No
2112,1575,Mastercard,Debit,05/2011,YES,1,$18138,03/2006,2008,No
3635,1575,Visa,Debit (Prepaid),05/2023,YES,3,$74,06/2018,2018,No
224,1575,Mastercard,Debit,06/2021,YES,1,$23016,01/2010,2010,No
5582,1575,Visa,Debit,02/2020,YES,2,$35791,11/2009,2009,No
1539,1608,Mastercard,Debit,07/2022,YES,1,$15116,02/2020,2020,No
5843,1455,Visa,Credit,08/2022,YES,1,$8000,12/2005,2011,No
1386,1455,Amex,Credit,01/2023,YES,2,$2200,02/2019,2019,No
789,1455,Visa,Credit,10/2024,YES,1,$6800,01/2020,2020,No
2960,1455,Mastercard,Debit,03/2020,YES,1,$427,05/2008,2010,No
997,1916,Mastercard,Debit,02/2002,YES,1,$22112,02/2002,2010,No
4863,1916,Visa,Debit,04/2018,YES,2,$10211,09/2013,2013,No
5077,1916,Mastercard,Debit,12/2008,YES,1,$11940,10/2007,2011,No
2395,1916,Visa,Credit,09/2021,YES,1,$7400,04/1994,2010,No
3305,1916,Visa,Debit (Prepaid),02/2021,NO,1,$64,06/2005,2014,No
2856,1916,Mastercard,Debit,12/2022,YES,2,$7343,05/2004,2013,No
3258,1916,Visa,Credit,01/2023,YES,1,$5500,06/2003,2010,No
157,1617,Mastercard,Debit,01/2014,YES,2,$3843,01/2008,2009,No
517,143,Mastercard,Debit (Prepaid),02/2020,YES,2,$72,01/2020,2020,No
1540,143,Mastercard,Debit,02/2020,YES,1,$21227,02/2020,2020,No
1541,143,Mastercard,Debit,05/2022,YES,1,$21943,02/2020,2020,No
5003,1176,Mastercard,Debit,04/2020,YES,2,$47833,10/2004,2010,No
2712,1176,Amex,Credit,09/2018,NO,2,$13400,04/2013,2013,No
2629,1176,Amex,Credit,09/2010,YES,1,$21700,04/2010,2010,No
5270,1194,Mastercard,Debit,05/2022,YES,2,$19122,10/2013,2013,No
3644,1194,Visa,Debit,11/2019,YES,2,$17245,06/2019,2019,No
5999,1194,Mastercard,Debit,06/2022,NO,2,$17564,12/2010,2010,No
4614,1194,Visa,Credit,07/2020,YES,1,$14100,09/2006,2011,No
393,423,Amex,Credit,07/2021,YES,1,$11400,01/2020,2020,No
1542,423,Mastercard,Debit,09/2022,YES,2,$18281,02/2020,2020,No
2724,580,Mastercard,Debit,03/2021,YES,1,$14471,04/2014,2014,No
5109,580,Mastercard,Debit,04/2024,YES,1,$11399,10/2008,2010,No
2961,580,Mastercard,Credit,04/2011,YES,3,$12400,05/2008,2008,No
303,4,Visa,Debit,04/2021,YES,2,$27520,01/2012,2012,No
5391,4,Visa,Debit,04/2022,YES,1,$38648,11/2003,2005,No
1083,4,Mastercard,Debit,08/2008,YES,2,$41051,02/2006,2006,No
3413,4,Amex,Credit,03/2014,YES,1,$19300,06/2009,2018,No
4201,4,Mastercard,Debit,12/2023,YES,2,$9683,08/2007,2016,No
3344,530,Mastercard,Debit,02/2020,NO,2,$15061,06/2007,2007,No
5110,530,Mastercard,Debit,02/2022,YES,2,$16652,10/2008,2010,No
4848,530,Mastercard,Debit,02/2020,YES,1,$10970,09/2013,2013,No
4926,530,Visa,Debit,03/2021,YES,2,$15458,09/2019,2019,No
3145,530,Mastercard,Debit,07/2020,YES,2,$11475,05/2014,2014,No
4021,530,Mastercard,Debit,01/2017,YES,1,$12031,07/2014,2014,No
5779,1826,Mastercard,Debit (Prepaid),10/2024,YES,1,$49,12/2002,2009,No
4666,595,Mastercard,Debit,12/2022,YES,2,$14408,09/2008,2008,No
3049,595,Mastercard,Debit,07/2020,YES,1,$18035,05/2010,2010,No
4667,595,Mastercard,Debit,04/2022,YES,2,$16786,09/2008,2008,No
2128,595,Visa,Debit,02/2020,YES,1,$12009,03/2006,2009,No
4423,1022,Discover,Credit,04/2021,YES,1,$6800,08/2014,2014,No
2504,1022,Mastercard,Credit,07/2021,YES,1,$10300,04/2006,2009,No
5148,1022,Mastercard,Debit,03/2021,YES,2,$16274,10/2009,2009,No
518,1108,Mastercard,Credit,01/2020,YES,1,$28000,01/2020,2020,No
790,1108,Visa,Debit,04/2024,YES,2,$4201,01/2020,2020,No
2525,246,Discover,Credit,10/2015,YES,1,$25300,04/2007,2012,No
1158,246,Visa,Debit,03/2022,YES,1,$40350,02/2008,2014,No
3400,246,Visa,Credit,08/2018,YES,1,$22500,06/2008,2010,No
6075,246,Visa,Debit,10/2023,YES,1,$26110,12/2012,2012,No
519,270,Mastercard,Debit (Prepaid),02/2020,YES,1,$46,01/2020,2020,No
1543,270,Mastercard,Debit,09/2020,YES,1,$24886,02/2020,2020,No
1816,270,Visa,Debit,07/2022,YES,2,$12257,02/2020,2020,No
520,270,Mastercard,Debit,01/2020,NO,2,$27489,01/2020,2020,No
5626,1945,Visa,Credit,07/2022,YES,1,$9700,11/2010,2012,No
3381,1945,Mastercard,Debit,03/2024,YES,1,$11712,06/2008,2019,No
4018,1945,Amex,Credit,02/2020,YES,2,$5900,07/2014,2014,No
3614,1945,Visa,Debit,04/2021,YES,1,$10318,06/2016,2016,No
3763,1540,Mastercard,Debit,12/2014,YES,1,$3836,07/2006,2009,No
3496,1540,Visa,Credit,12/2023,YES,2,$13200,06/2010,2011,No
5562,1540,Mastercard,Debit (Prepaid),08/2021,NO,2,$56,11/2009,2011,No
394,1149,Amex,Credit,01/2020,YES,2,$13800,01/2020,2020,No
521,1438,Mastercard,Debit,09/2022,YES,2,$7767,01/2020,2020,No
3077,409,Visa,Debit,09/2022,YES,1,$14999,05/2010,2010,No
4007,409,Mastercard,Debit,01/2024,YES,2,$9281,07/2013,2013,No
5690,409,Visa,Debit,03/2024,NO,1,$15512,11/2013,2013,No
1817,694,Visa,Debit (Prepaid),04/2023,YES,2,$67,02/2020,2020,No
5583,694,Visa,Debit,09/2022,YES,1,$10564,11/2009,2010,No
2371,382,Mastercard,Debit,08/2019,YES,1,$13206,03/2018,2018,No
5415,382,Visa,Debit,08/2024,YES,1,$11809,11/2004,2010,No
2103,382,Discover,Credit,06/2024,YES,1,$8800,03/2006,2008,No
5324,629,Visa,Debit,05/2018,NO,1,$29793,10/2017,2017,No
5523,629,Mastercard,Debit (Prepaid),03/2022,YES,1,$80,11/2008,2008,No
2560,629,Mastercard,Debit,04/2024,YES,2,$24739,04/2008,2011,No
4712,629,Mastercard,Debit,01/2020,YES,2,$32447,09/2009,2009,No
124,629,Amex,Credit,11/2020,NO,2,$20900,01/2007,2007,No
5392,1211,Visa,Debit,05/2024,YES,1,$23912,11/2003,2009,No
2400,1211,Amex,Credit,11/2024,YES,2,$8200,04/1998,2010,No
3721,1211,Visa,Debit,02/2008,YES,2,$119,07/2004,2012,No
5563,1211,Mastercard,Debit,04/2017,YES,1,$19137,11/2009,2012,No
5524,823,Mastercard,Debit,10/2021,YES,1,$13609,11/2008,2010,No
2868,823,Visa,Credit,02/2021,YES,2,$8600,05/2004,2012,No
1400,1304,Amex,Credit,02/2020,YES,2,$27000,02/2020,2020,No
426,1304,Discover,Credit,06/2021,YES,2,$17500,01/2020,2020,No
791,1304,Visa,Credit,02/2020,YES,1,$21000,01/2020,2020,No
2639,89,Mastercard,Debit,02/2023,YES,2,$9401,04/2010,2011,No
5584,89,Visa,Debit,06/2023,YES,2,$17146,11/2009,2009,No
2998,89,Mastercard,Debit,06/2021,YES,2,$10863,05/2009,2011,No
2640,89,Mastercard,Debit,07/2018,YES,1,$9742,04/2010,2010,No
1544,1751,Mastercard,Credit,02/2021,YES,2,$4600,02/2020,2020,No
792,1751,Visa,Debit,07/2022,YES,1,$29925,01/2020,2020,No
5377,888,Mastercard,Debit,07/2021,YES,2,$10305,11/2002,2010,No
4668,81,Mastercard,Credit,10/2023,YES,2,$13300,09/2008,2008,No
2897,81,Mastercard,Debit (Prepaid),10/2012,YES,2,$48,05/2006,2014,No
96,81,Mastercard,Credit,01/2020,NO,2,$0,01/2006,2012,No
4525,81,Visa,Credit,02/2022,NO,1,$10600,09/2002,2013,No
2962,81,Mastercard,Debit,03/2021,YES,2,$1778,05/2008,2011,No
793,1021,Visa,Debit,09/2021,YES,1,$47523,01/2020,2020,No
522,1021,Mastercard,Debit (Prepaid),04/2024,YES,1,$82,01/2020,2020,No
3112,826,Amex,Credit,03/2017,YES,1,$19400,05/2012,2012,No
311,826,Mastercard,Debit,11/2014,YES,1,$23403,01/2013,2013,No
69,826,Mastercard,Credit,05/2024,YES,1,$13900,01/2005,2012,No
4966,87,Mastercard,Debit (Prepaid),03/2008,YES,1,$95,10/2002,2011,No
3607,87,Mastercard,Debit,06/2022,YES,2,$20417,06/2016,2016,No
109,87,Visa,Credit,05/2022,YES,1,$6300,01/2006,2011,No
6118,1833,Mastercard,Debit,01/2020,YES,1,$16064,12/2016,2016,No
1545,1833,Mastercard,Debit (Prepaid),03/2020,YES,1,$98,02/2020,2020,No
2345,1833,Visa,Debit,07/2015,YES,2,$16386,03/2015,2015,No
1818,1833,Visa,Credit,03/2023,YES,1,$10100,02/2020,2020,No
794,1833,Visa,Debit,10/2020,YES,2,$3472,01/2020,2020,No
395,829,Amex,Credit,04/2022,YES,1,$7700,01/2020,2020,No
523,829,Mastercard,Debit,10/2023,YES,3,$11018,01/2020,2020,No
3636,829,Visa,Credit,04/2024,YES,2,$8200,06/2018,2018,No
3840,1879,Mastercard,Debit,09/2018,YES,1,$4976,07/2008,2008,No
5399,1879,Amex,Credit,07/2018,YES,1,$4100,11/2004,2009,No
4560,236,Visa,Debit,07/2021,YES,2,$6076,09/2004,2011,No
1546,1619,Mastercard,Credit,12/2021,YES,3,$8000,02/2020,2020,No
1443,1619,Discover,Credit,08/2023,YES,2,$14600,02/2020,2020,No
5111,1619,Mastercard,Credit,03/2024,YES,1,$8300,10/2008,2010,No
3015,1619,Visa,Debit,08/2024,YES,2,$19054,05/2009,2017,No
1547,1146,Mastercard,Debit,03/2020,YES,1,$29265,02/2020,2020,No
1548,1146,Mastercard,Debit,02/2020,YES,1,$22245,02/2020,2020,No
1549,1146,Mastercard,Debit,10/2021,YES,2,$17028,02/2020,2020,No
1172,803,Mastercard,Debit (Prepaid),02/2020,YES,2,$67,02/2009,2014,No
3222,803,Discover,Credit,10/2005,YES,2,$15300,06/2001,2011,No
4882,803,Mastercard,Debit,01/2021,YES,1,$20552,09/2015,2015,No
524,193,Mastercard,Debit (Prepaid),03/2021,YES,2,$32,01/2020,2020,No
297,1686,Mastercard,Debit,02/2024,YES,1,$48003,01/2012,2012,No
2617,1686,Visa,Credit,07/2024,YES,1,$16300,04/2009,2013,No
2999,1686,Mastercard,Credit,04/2024,YES,2,$10800,05/2009,2010,No
89,1959,Amex,Credit,02/2021,YES,2,$11100,01/2006,2009,No
1281,1342,Visa,Debit (Prepaid),06/2022,YES,3,$64,02/2011,2011,No
2070,1371,Visa,Credit,11/2022,YES,1,$17300,03/2004,2007,No
2328,1371,Mastercard,Credit,04/2023,YES,1,$13900,03/2014,2014,No
3117,1371,Mastercard,Debit,02/2020,YES,2,$23807,05/2012,2012,No
4059,1371,Visa,Debit (Prepaid),06/2021,NO,2,$140,07/2017,2017,No
4446,1371,Mastercard,Debit,12/2024,YES,2,$26329,08/2015,2015,No
3929,1371,Mastercard,Debit,09/2023,NO,1,$25224,07/2010,2011,No
4387,1067,Discover,Credit,12/2020,YES,2,$8500,08/2012,2012,No
1063,1067,Visa,Credit,06/2023,NO,1,$11200,02/2005,2009,No
3382,1067,Mastercard,Debit,01/2013,YES,2,$14576,06/2008,2011,No
3016,1067,Visa,Credit,04/2021,YES,1,$9000,05/2009,2009,No
1819,1067,Visa,Debit,06/2020,YES,1,$21409,02/2020,2020,No
2602,1019,Mastercard,Debit,03/2014,YES,2,$7406,04/2009,2014,No
5170,1019,Visa,Credit,03/2016,YES,2,$3300,10/2009,2010,No
5112,1019,Mastercard,Credit,11/2023,YES,1,$7300,10/2008,2010,No
4794,1019,Visa,Debit,10/2024,YES,1,$4386,09/2010,2016,No
6025,1568,Visa,Credit,07/2023,YES,1,$13000,12/2010,2012,No
977,1568,Mastercard,Debit,04/2020,YES,2,$14418,02/2000,2005,No
3000,1568,Mastercard,Debit,07/2022,YES,2,$9120,05/2009,2013,No
2913,1765,Visa,Debit,02/2013,YES,1,$11588,05/2006,2008,No
4808,1765,Mastercard,Credit,10/2023,NO,1,$7500,09/2011,2011,No
4376,1765,Visa,Debit,09/2011,YES,2,$18042,08/2011,2011,No
5731,1875,Mastercard,Debit,08/2018,YES,2,$13694,11/2017,2017,No
4100,1875,Mastercard,Debit,04/2021,YES,2,$15849,08/2001,2009,No
4167,1875,Visa,Debit,06/2024,YES,1,$16566,08/2005,2009,No
5955,1875,Discover,Credit,04/2012,YES,1,$10400,12/2009,2009,No
1550,1111,Mastercard,Credit,02/2020,YES,1,$9200,02/2020,2020,No
1551,1111,Mastercard,Debit,02/2020,YES,2,$17967,02/2020,2020,No
396,1111,Amex,Credit,01/2021,YES,2,$8400,01/2020,2020,No
525,1160,Mastercard,Debit,09/2024,YES,1,$14168,01/2020,2020,No
1820,1160,Visa,Debit,06/2020,YES,1,$3149,02/2020,2020,No
1552,1574,Mastercard,Debit,04/2023,YES,1,$13161,02/2020,2020,No
1041,189,Visa,Credit,09/2020,YES,2,$11700,02/2004,2008,No
1370,189,Mastercard,Debit,01/2019,YES,1,$17678,02/2017,2017,No
4887,189,Visa,Debit (Prepaid),04/2020,YES,1,$81,09/2015,2015,No
4055,189,Mastercard,Debit,01/2023,YES,2,$26231,07/2017,2017,No
2367,466,Visa,Credit,11/2021,YES,1,$7700,03/2017,2017,No
5467,466,Visa,Credit,08/2022,YES,1,$6800,11/2006,2009,No
2247,466,Mastercard,Debit,03/2023,YES,2,$736,03/2010,2015,No
5263,659,Visa,Debit (Prepaid),08/2018,YES,1,$96,10/2012,2012,No
5304,659,Mastercard,Debit,04/2017,NO,1,$14977,10/2015,2015,No
1821,659,Visa,Debit,04/2023,YES,1,$13162,02/2020,2020,No
4864,659,Visa,Debit,11/2019,YES,2,$17649,09/2013,2013,No
5658,659,Visa,Debit,02/2021,YES,1,$10538,11/2011,2011,No
5486,659,Mastercard,Credit,02/2022,YES,2,$10500,11/2007,2011,No
128,659,Mastercard,Debit (Prepaid),11/2020,YES,2,$74,01/2007,2010,No
4973,942,Visa,Debit,02/2018,YES,1,$39441,10/2002,2008,No
3174,942,Mastercard,Debit,11/2022,YES,2,$27720,05/2016,2016,No
2670,942,Amex,Credit,05/2023,YES,1,$20800,04/2011,2013,No
2772,942,Visa,Credit,10/2022,YES,2,$5300,04/2017,2017,No
22,1234,Visa,Debit (Prepaid),01/2023,NO,1,$65,01/2001,2007,No
1822,841,Visa,Debit,08/2021,YES,2,$20182,02/2020,2020,No
795,841,Visa,Credit,01/2020,YES,2,$8700,01/2020,2020,No
796,1388,Visa,Credit,05/2020,YES,1,$23300,01/2020,2020,No
797,1388,Visa,Debit,02/2020,YES,1,$8989,01/2020,2020,No
1553,1056,Mastercard,Debit,02/2024,YES,1,$41816,02/2020,2020,No
798,1056,Visa,Debit,03/2020,YES,1,$16202,01/2020,2020,No
3586,1056,Visa,Debit,10/2020,YES,2,$39457,06/2014,2014,No
3441,345,Visa,Credit,09/2024,YES,3,$7900,06/2009,2009,No
1084,308,Mastercard,Credit,01/2023,YES,2,$7400,02/2006,2008,No
3628,308,Mastercard,Debit (Prepaid),08/2023,YES,2,$107,06/2018,2018,No
2421,1922,Visa,Debit (Prepaid),03/2021,YES,1,$24,04/2001,2009,No
3280,1156,Visa,Debit,08/2022,YES,2,$88743,06/2004,2010,No
12,1156,Visa,Credit,02/2023,NO,1,$57200,01/1999,2011,No
3143,1156,Discover,Credit,08/2022,NO,1,$2500,05/2014,2014,No
4128,1156,Mastercard,Debit,12/2009,YES,1,$151223,08/2004,2009,No
175,1156,Visa,Credit,02/2020,YES,1,$61100,01/2008,2010,No
3764,561,Mastercard,Debit,04/2022,YES,1,$26960,07/2006,2010,No
6053,561,Visa,Debit,12/2022,YES,1,$16531,12/2011,2011,No
2716,561,Mastercard,Debit (Prepaid),05/2024,YES,1,$69,04/2013,2013,No
6119,561,Mastercard,Debit,08/2021,YES,1,$14054,12/2016,2016,No
4575,561,Mastercard,Credit,12/2024,YES,1,$9100,09/2005,2015,No
526,507,Mastercard,Debit (Prepaid),02/2020,YES,3,$74,01/2020,2020,No
5316,1522,Visa,Credit,06/2024,YES,2,$23000,10/2016,2016,No
5213,1522,Visa,Credit,09/2024,YES,2,$21900,10/2010,2013,No
368,1522,Mastercard,Credit,02/2020,YES,2,$11200,01/2018,2018,No
5545,695,Visa,Debit,12/2020,YES,1,$22676,11/2008,2012,No
3442,285,Visa,Debit (Prepaid),02/2022,YES,1,$65,06/2009,2009,No
4196,285,Discover,Credit,08/2010,YES,2,$12000,08/2007,2012,No
2156,285,Visa,Debit,05/2020,YES,1,$20723,03/2007,2013,No
2927,285,Mastercard,Credit,01/2023,YES,2,$11500,05/2007,2007,No
5747,285,Discover,Credit,04/2021,YES,2,$7300,12/1991,2009,No
5041,113,Amex,Credit,07/2010,NO,1,$14400,10/2006,2010,No
3608,113,Mastercard,Credit,10/2021,YES,2,$14200,06/2016,2016,No
3705,113,Visa,Debit,06/2020,YES,1,$18818,07/2003,2008,No
4586,113,Visa,Debit,02/2022,YES,1,$20509,09/2005,2007,No
4526,113,Visa,Debit,01/2023,YES,1,$17510,09/2002,2008,No
4937,1039,Visa,Debit,06/2024,YES,1,$3335,10/1998,2012,No
5791,1039,Mastercard,Debit,02/2020,YES,2,$4598,12/2003,2017,No
304,1039,Visa,Credit,01/2020,YES,2,$4900,01/2012,2012,No
5004,1039,Mastercard,Debit,08/2013,YES,2,$18498,10/2004,2010,No
2943,176,Visa,Debit,02/2024,YES,2,$7312,05/2007,2008,No
